System,Complexity,NDCG@10,Recall@10,Query
fixed_rrf,Simple,0.5,1.0,What is the total number of leased properties acro...
adaptive_fixed,Simple,0.5,1.0,What is the total number of leased properties acro...
qalf,Simple,0.5,1.0,What is the total number of leased properties acro...
vector_only,Simple,0.0,0.0,What was the dividend income of the company for th...
fixed_rrf,Simple,0.0,0.0,What was the dividend income of the company for th...
adaptive_fixed,Simple,0.0,0.0,What was the dividend income of the company for th...
qalf,Simple,0.0,0.0,What was the dividend income of the company for th...
vector_only,Complex,1.0,1.0,What is the total Facility Net Capacity for all en...
fixed_rrf,Complex,1.0,1.0,What is the total Facility Net Capacity for all en...
adaptive_fixed,Complex,1.0,1.0,What is the total Facility Net Capacity for all en...
qalf,Complex,1.0,1.0,What is the total Facility Net Capacity for all en...
vector_only,Complex,0.0,0.0,Who has served the longest in their current positi...
fixed_rrf,Complex,0.0,0.0,Who has served the longest in their current positi...
adaptive_fixed,Complex,0.0,0.0,Who has served the longest in their current positi...
qalf,Complex,0.0,0.0,Who has served the longest in their current positi...
vector_only,Complex,1.0,1.0,What was the total revenue of Berkshire Hathaway I...
fixed_rrf,Complex,1.0,1.0,What was the total revenue of Berkshire Hathaway I...
adaptive_fixed,Complex,1.0,1.0,What was the total revenue of Berkshire Hathaway I...
qalf,Complex,1.0,1.0,What was the total revenue of Berkshire Hathaway I...
vector_only,Simple,0.0,0.0,How many pages are there in total in the document?...
fixed_rrf,Simple,0.0,0.0,How many pages are there in total in the document?...
adaptive_fixed,Simple,0.0,0.0,How many pages are there in total in the document?...
qalf,Simple,0.0,0.0,How many pages are there in total in the document?...
vector_only,Simple,0.0,0.0,How many employees were there in the company in 20...
fixed_rrf,Simple,0.0,0.0,How many employees were there in the company in 20...
adaptive_fixed,Simple,0.0,0.0,How many employees were there in the company in 20...
qalf,Simple,0.0,0.0,How many employees were there in the company in 20...
vector_only,Complex,1.0,1.0,Does the Lazy Audio subscription offer unlimited a...
fixed_rrf,Complex,1.0,1.0,Does the Lazy Audio subscription offer unlimited a...
adaptive_fixed,Complex,1.0,1.0,Does the Lazy Audio subscription offer unlimited a...
qalf,Complex,1.0,1.0,Does the Lazy Audio subscription offer unlimited a...
vector_only,Simple,1.0,1.0,What percentage of revenue did social entertainmen...
fixed_rrf,Simple,1.0,1.0,What percentage of revenue did social entertainmen...
adaptive_fixed,Simple,1.0,1.0,What percentage of revenue did social entertainmen...
qalf,Simple,1.0,1.0,What percentage of revenue did social entertainmen...
vector_only,Complex,1.0,1.0,What strategies is the company employing to mainta...
fixed_rrf,Complex,1.0,1.0,What strategies is the company employing to mainta...
adaptive_fixed,Complex,1.0,1.0,What strategies is the company employing to mainta...
qalf,Complex,1.0,1.0,What strategies is the company employing to mainta...
vector_only,Complex,1.0,1.0,What was the total placement of short-term investm...
fixed_rrf,Complex,1.0,1.0,What was the total placement of short-term investm...
adaptive_fixed,Complex,1.0,1.0,What was the total placement of short-term investm...
qalf,Complex,1.0,1.0,What was the total placement of short-term investm...
vector_only,Simple,1.0,1.0,What was the total revenue of the company in RMB f...
fixed_rrf,Simple,0.43067655807339306,1.0,What was the total revenue of the company in RMB f...
adaptive_fixed,Simple,0.43067655807339306,1.0,What was the total revenue of the company in RMB f...
qalf,Simple,0.43067655807339306,1.0,What was the total revenue of the company in RMB f...
vector_only,Complex,0.0,0.0,How much did the company's finance cost change fro...
fixed_rrf,Complex,0.0,0.0,How much did the company's finance cost change fro...
adaptive_fixed,Complex,0.0,0.0,How much did the company's finance cost change fro...
qalf,Complex,0.0,0.0,How much did the company's finance cost change fro...
vector_only,Complex,0.0,0.0,What was the profit of the company for the year 20...
fixed_rrf,Complex,0.38685280723454163,1.0,What was the profit of the company for the year 20...
adaptive_fixed,Complex,0.38685280723454163,1.0,What was the profit of the company for the year 20...
qalf,Complex,0.43067655807339306,1.0,What was the profit of the company for the year 20...
vector_only,Simple,1.0,1.0,What was the percentage of total revenue contribut...
fixed_rrf,Simple,1.0,1.0,What was the percentage of total revenue contribut...
adaptive_fixed,Simple,1.0,1.0,What was the percentage of total revenue contribut...
qalf,Simple,1.0,1.0,What was the percentage of total revenue contribut...
vector_only,Complex,1.0,1.0,What was the total revenue reported by Tencent Mus...
fixed_rrf,Complex,1.0,1.0,What was the total revenue reported by Tencent Mus...
adaptive_fixed,Complex,1.0,1.0,What was the total revenue reported by Tencent Mus...
qalf,Complex,1.0,1.0,What was the total revenue reported by Tencent Mus...
vector_only,Simple,0.0,0.0,How many pages does the report have?...
fixed_rrf,Simple,0.0,0.0,How many pages does the report have?...
adaptive_fixed,Simple,0.0,0.0,How many pages does the report have?...
qalf,Simple,0.0,0.0,How many pages does the report have?...
vector_only,Complex,0.0,0.0,What is the GHG emissions intensity for Nickel Wes...
fixed_rrf,Complex,0.0,0.0,What is the GHG emissions intensity for Nickel Wes...
adaptive_fixed,Complex,0.0,0.0,What is the GHG emissions intensity for Nickel Wes...
qalf,Complex,0.0,0.0,What is the GHG emissions intensity for Nickel Wes...
vector_only,Complex,0.6309297535714575,1.0,Explain how the company managed the net cash provi...
fixed_rrf,Complex,1.0,1.0,Explain how the company managed the net cash provi...
adaptive_fixed,Complex,1.0,1.0,Explain how the company managed the net cash provi...
qalf,Complex,1.0,1.0,Explain how the company managed the net cash provi...
vector_only,Simple,0.0,0.0,Has Salesforce provided any solutions free of char...
fixed_rrf,Simple,0.43067655807339306,1.0,Has Salesforce provided any solutions free of char...
adaptive_fixed,Simple,0.43067655807339306,1.0,Has Salesforce provided any solutions free of char...
qalf,Simple,0.43067655807339306,1.0,Has Salesforce provided any solutions free of char...
vector_only,Complex,0.0,0.0,By how much did total stockholders' equity for the...
fixed_rrf,Complex,0.0,0.0,By how much did total stockholders' equity for the...
adaptive_fixed,Complex,0.0,0.0,By how much did total stockholders' equity for the...
qalf,Complex,0.0,0.0,By how much did total stockholders' equity for the...
vector_only,Simple,0.0,0.0,What is the company's revenue in Russia?...
fixed_rrf,Simple,0.0,0.0,What is the company's revenue in Russia?...
adaptive_fixed,Simple,0.0,0.0,What is the company's revenue in Russia?...
qalf,Simple,0.0,0.0,What is the company's revenue in Russia?...
vector_only,Complex,0.3562071871080222,1.0,How many board meetings did Dominic LIM Kian Gam a...
fixed_rrf,Complex,1.0,1.0,How many board meetings did Dominic LIM Kian Gam a...
adaptive_fixed,Complex,1.0,1.0,How many board meetings did Dominic LIM Kian Gam a...
qalf,Complex,1.0,1.0,How many board meetings did Dominic LIM Kian Gam a...
vector_only,Simple,0.0,0.0,What is the total number of board meetings held du...
fixed_rrf,Simple,0.2890648263178879,1.0,What is the total number of board meetings held du...
adaptive_fixed,Simple,0.2890648263178879,1.0,What is the total number of board meetings held du...
qalf,Simple,0.2890648263178879,1.0,What is the total number of board meetings held du...
vector_only,Simple,0.0,0.0,Which director has attended the least number of bo...
fixed_rrf,Simple,0.0,0.0,Which director has attended the least number of bo...
adaptive_fixed,Simple,0.0,0.0,Which director has attended the least number of bo...
qalf,Simple,0.0,0.0,Which director has attended the least number of bo...
vector_only,Simple,0.0,0.0,Who is currently performing the functions of a cha...
fixed_rrf,Simple,0.38685280723454163,1.0,Who is currently performing the functions of a cha...
adaptive_fixed,Simple,0.38685280723454163,1.0,Who is currently performing the functions of a cha...
qalf,Simple,0.38685280723454163,1.0,Who is currently performing the functions of a cha...
vector_only,Complex,0.0,0.0,What is the designation diversity on the board of ...
fixed_rrf,Complex,0.0,0.0,What is the designation diversity on the board of ...
adaptive_fixed,Complex,0.0,0.0,What is the designation diversity on the board of ...
qalf,Complex,0.0,0.0,What is the designation diversity on the board of ...
vector_only,Simple,0.0,0.0,On which page does the report detail the informati...
fixed_rrf,Simple,0.0,0.0,On which page does the report detail the informati...
adaptive_fixed,Simple,0.0,0.0,On which page does the report detail the informati...
qalf,Simple,0.0,0.0,On which page does the report detail the informati...
vector_only,Simple,0.0,0.0,How many words are there in the document?...
fixed_rrf,Simple,0.0,0.0,How many words are there in the document?...
adaptive_fixed,Simple,0.0,0.0,How many words are there in the document?...
qalf,Simple,0.0,0.0,How many words are there in the document?...
vector_only,Complex,0.0,0.0,Did the company's net income increase or decrease ...
fixed_rrf,Complex,0.0,0.0,Did the company's net income increase or decrease ...
adaptive_fixed,Complex,0.0,0.0,Did the company's net income increase or decrease ...
qalf,Complex,0.0,0.0,Did the company's net income increase or decrease ...
vector_only,Complex,1.0,1.0,What initiative was launched to assist clients in ...
fixed_rrf,Complex,1.0,1.0,What initiative was launched to assist clients in ...
adaptive_fixed,Complex,1.0,1.0,What initiative was launched to assist clients in ...
qalf,Complex,1.0,1.0,What initiative was launched to assist clients in ...
vector_only,Complex,0.0,0.0,Has the company set a goal to achieve net-zero emi...
fixed_rrf,Complex,0.0,0.0,Has the company set a goal to achieve net-zero emi...
adaptive_fixed,Complex,0.0,0.0,Has the company set a goal to achieve net-zero emi...
qalf,Complex,0.0,0.0,Has the company set a goal to achieve net-zero emi...
vector_only,Complex,0.5,1.0,By how much did the net assets of the Europe marke...
fixed_rrf,Complex,1.0,1.0,By how much did the net assets of the Europe marke...
adaptive_fixed,Complex,1.0,1.0,By how much did the net assets of the Europe marke...
qalf,Complex,0.0,0.0,By how much did the net assets of the Europe marke...
vector_only,Complex,0.3010299956639812,1.0,What are the total expected benefit payments for U...
fixed_rrf,Complex,0.38685280723454163,1.0,What are the total expected benefit payments for U...
adaptive_fixed,Complex,0.38685280723454163,1.0,What are the total expected benefit payments for U...
qalf,Complex,0.43067655807339306,1.0,What are the total expected benefit payments for U...
vector_only,Simple,0.3333333333333333,1.0,What was the percentage increase in total revenues...
fixed_rrf,Simple,0.5,1.0,What was the percentage increase in total revenues...
adaptive_fixed,Simple,0.5,1.0,What was the percentage increase in total revenues...
qalf,Simple,0.5,1.0,What was the percentage increase in total revenues...
vector_only,Complex,0.3562071871080222,1.0,What was the company's operating income for Europe...
fixed_rrf,Complex,1.0,1.0,What was the company's operating income for Europe...
adaptive_fixed,Complex,1.0,1.0,What was the company's operating income for Europe...
qalf,Complex,1.0,1.0,What was the company's operating income for Europe...
vector_only,Simple,1.0,1.0,What was the company's operating income for the fi...
fixed_rrf,Simple,1.0,1.0,What was the company's operating income for the fi...
adaptive_fixed,Simple,1.0,1.0,What was the company's operating income for the fi...
qalf,Simple,1.0,1.0,What was the company's operating income for the fi...
vector_only,Complex,0.3562071871080222,1.0,Which geographic market of the company contributed...
fixed_rrf,Complex,0.5,1.0,Which geographic market of the company contributed...
adaptive_fixed,Complex,0.5,1.0,Which geographic market of the company contributed...
qalf,Complex,0.6309297535714575,1.0,Which geographic market of the company contributed...
vector_only,Simple,0.0,0.0,How many pages are there in the document?...
fixed_rrf,Simple,0.0,0.0,How many pages are there in the document?...
adaptive_fixed,Simple,0.0,0.0,How many pages are there in the document?...
qalf,Simple,0.0,0.0,How many pages are there in the document?...
vector_only,Simple,0.0,0.0,What is the primary message conveyed on page 11 in...
fixed_rrf,Simple,0.0,0.0,What is the primary message conveyed on page 11 in...
adaptive_fixed,Simple,0.0,0.0,What is the primary message conveyed on page 11 in...
qalf,Simple,0.0,0.0,What is the primary message conveyed on page 11 in...
vector_only,Complex,0.3562071871080222,1.0,Did IBM's total revenue increase from 2019 to 2020...
fixed_rrf,Complex,0.0,0.0,Did IBM's total revenue increase from 2019 to 2020...
adaptive_fixed,Complex,0.0,0.0,Did IBM's total revenue increase from 2019 to 2020...
qalf,Complex,0.0,0.0,Did IBM's total revenue increase from 2019 to 2020...
vector_only,Complex,0.0,0.0,How much did Lovisa Holdings pay in income taxes i...
